,CODICE COMPLESSO,DENOMINAZIONE COMPLESSO,CODICE EDIFICIO,DENOMINAZIONE EDIFICIO,INDIRIZZO,CIVICO,COMUNE,CONDOMINIO,full_address,lat,lon
277,200012,DEI GELSOMINI 1,20001201,DEI GELSOMINI 1 A-B-C (LARGO),LARGO DEI GELSOMINI,1,MILANO,,LARGO DEI GELSOMINI 1 MILANO,45.4495542,9.1359133
278,200012,DEI GELSOMINI 1,20001202,DEI GELSOMINI 1 D-E-F (LARGO),LARGO DEI GELSOMINI,1,MILANO,,LARGO DEI GELSOMINI 1 MILANO,45.4495542,9.1359133
279,200012,DEI GELSOMINI 1,20001203,DEI GELSOMINI 1 G-H-I (LARGO),LARGO DEI GELSOMINI,1,MILANO,,LARGO DEI GELSOMINI 1 MILANO,45.4495542,9.1359133
280,200012,DEI GELSOMINI 1,20001204,DEI GELSOMINI 1 L-M-N (LARGO),LARGO DEI GELSOMINI,1,MILANO,,LARGO DEI GELSOMINI 1 MILANO,45.4495542,9.1359133
281,200012,DEI GELSOMINI 1,20001205,DEI GELSOMINI 1 O-P-Q (LARGO),LARGO DEI GELSOMINI,1,MILANO,,LARGO DEI GELSOMINI 1 MILANO,45.4495542,9.1359133
282,200012,DEI GELSOMINI 1,20001206,DEI GELSOMINI 3 A-B-C-R-S-T (LARGO),LARGO DEI GELSOMINI,3,MILANO,,LARGO DEI GELSOMINI 3 MILANO,45.4495542,9.1359133
283,200012,DEI GELSOMINI 1,20001207,DEI GELSOMINI 3 D-E-F-U-V-W (LARGO),LARGO DEI GELSOMINI,3,MILANO,,LARGO DEI GELSOMINI 3 MILANO,45.4495542,9.1359133
284,200012,DEI GELSOMINI 1,20001208,DEI GELSOMINI 3 G-H-I-X-Y-Z (LARGO),LARGO DEI GELSOMINI,3,MILANO,,LARGO DEI GELSOMINI 3 MILANO,45.4495542,9.1359133
285,200012,DEI GELSOMINI 1,20001209,DEI GELSOMINI 3 L-M-N (LARGO),LARGO DEI GELSOMINI,3,MILANO,,LARGO DEI GELSOMINI 3 MILANO,45.4495542,9.1359133
286,200012,DEI GELSOMINI 1,20001210,DEI GELSOMINI 3 O-P-Q (LARGO),LARGO DEI GELSOMINI,3,MILANO,,LARGO DEI GELSOMINI 3 MILANO,45.4495542,9.1359133
287,200013,PRIMATICCIO 215,20001301,ALBINO 5 (VIA),VIA ALBINO,5,MILANO,SI,VIA ALBINO 5 MILANO,45.4628239,9.1270167
288,200013,PRIMATICCIO 215,20001302,DELLE FORZE ARMATE 83 (VIA),VIA DELLE FORZE ARMATE,83,MILANO,SI,VIA DELLE FORZE ARMATE 83 MILANO,45.4602763,9.0970362
289,200013,PRIMATICCIO 215,20001303,PRIMATICCIO FRANCESCO 215 (VIA),VIA PRIMATICCIO FRANCESCO,215,MILANO,SI,VIA PRIMATICCIO FRANCESCO 215 MILANO,45.457048,9.1310468
290,200014,CABELLA BARTOLOMEO,20001401,CABELLA BARTOLOMEO 5 A-B-O-P (VIA),VIA CABELLA BARTOLOMEO,5,MILANO,SI,VIA CABELLA BARTOLOMEO 5 MILANO,45.4597057,9.0953564
291,200014,CABELLA BARTOLOMEO,20001402,CABELLA BARTOLOMEO 5 C-D-Q-R (VIA),VIA CABELLA BARTOLOMEO,5,MILANO,SI,VIA CABELLA BARTOLOMEO 5 MILANO,45.4597057,9.0953564
292,200014,CABELLA BARTOLOMEO,20001403,CABELLA BARTOLOMEO 5 E-F-S-T (VIA),VIA CABELLA BARTOLOMEO,5,MILANO,SI,VIA CABELLA BARTOLOMEO 5 MILANO,45.4597057,9.0953564
293,200014,CABELLA BARTOLOMEO,20001404,CABELLA BARTOLOMEO 5 G-H-U-V (VIA),VIA CABELLA BARTOLOMEO,5,MILANO,SI,VIA CABELLA BARTOLOMEO 5 MILANO,45.4597057,9.0953564
294,200014,CABELLA BARTOLOMEO,20001405,CABELLA BARTOLOMEO 5 I-L-W-X (VIA),VIA CABELLA BARTOLOMEO,5,MILANO,SI,VIA CABELLA BARTOLOMEO 5 MILANO,45.4597057,9.0953564
295,200014,CABELLA BARTOLOMEO,20001406,CABELLA BARTOLOMEO 5 M-N-Y-Z (VIA),VIA CABELLA BARTOLOMEO,5,MILANO,SI,VIA CABELLA BARTOLOMEO 5 MILANO,45.4597057,9.0953564
296,200015,MAR NERO 6,20001501,MAR NERO 6 A (VIA),VIA MAR NERO,6,MILANO,,VIA MAR NERO 6 MILANO,45.4575797,9.1046193
297,200015,MAR NERO 6,20001502,MAR NERO 6 B-C (VIA),VIA MAR NERO,6,MILANO,,VIA MAR NERO 6 MILANO,45.4575797,9.1046193
298,200015,MAR NERO 6,20001503,MAR NERO 8 A-B-C (VIA),VIA MAR NERO,8,MILANO,,VIA MAR NERO 8 MILANO,45.4575797,9.1046193
299,200015,MAR NERO 6,20001504,MAR NERO 8 D-E-F (VIA),VIA MAR NERO,8,MILANO,,VIA MAR NERO 8 MILANO,45.4575797,9.1046193
300,200015,MAR NERO 6,20001505,MAR NERO 8 G-H (VIA),VIA MAR NERO,8,MILANO,,VIA MAR NERO 8 MILANO,45.4575797,9.1046193
301,200015,MAR NERO 6,20001506,MAR NERO 6 D-E-F-G (VIA),VIA MAR NERO,6,MILANO,,VIA MAR NERO 6 MILANO,45.4575797,9.1046193
302,200015,MAR NERO 6,20001507,MAR NERO 6 X (VIA),VIA MAR NERO,6,MILANO,,VIA MAR NERO 6 MILANO,45.4575797,9.1046193
303,200016,CASCINA BAROCCO 19,20001601,CASCINA BAROCCO 19 A-B (VIA),VIA CASCINA BAROCCO,19,MILANO,SI,VIA CASCINA BAROCCO 19 MILANO,45.4626458,9.1080835
304,200016,CASCINA BAROCCO 19,20001602,CASCINA BAROCCO 19 B-C-D (VIA),VIA CASCINA BAROCCO,19,MILANO,SI,VIA CASCINA BAROCCO 19 MILANO,45.4626458,9.1080835
305,200017,NIKOLAJEVKA 1,20001701,NIKOLAJEVKA 1 A-B-C-D (VIA),VIA NIKOLAJEVKA,1,MILANO,,VIA NIKOLAJEVKA 1 MILANO,45.4590407,9.1058904
306,200017,NIKOLAJEVKA 1,20001702,NIKOLAJEVKA 1 E (VIA),VIA NIKOLAJEVKA,1,MILANO,,VIA NIKOLAJEVKA 1 MILANO,45.4590407,9.1058904
307,200017,NIKOLAJEVKA 1,20001703,NIKOLAJEVKA 1 F (VIA),VIA NIKOLAJEVKA,1,MILANO,,VIA NIKOLAJEVKA 1 MILANO,45.4590407,9.1058904
308,200017,NIKOLAJEVKA 1,20001704,NIKOLAJEVKA 1 G-H-I-L (VIA),VIA NIKOLAJEVKA,1,MILANO,,VIA NIKOLAJEVKA 1 MILANO,45.4590407,9.1058904
309,200017,NIKOLAJEVKA 1,20001705,NIKOLAJEVKA 3 A (VIA),VIA NIKOLAJEVKA,3,MILANO,,VIA NIKOLAJEVKA 3 MILANO,45.4584605,9.1061399
310,200017,NIKOLAJEVKA 1,20001706,NIKOLAJEVKA 3 B-C-D-E (VIA),VIA NIKOLAJEVKA,3,MILANO,,VIA NIKOLAJEVKA 3 MILANO,45.4584605,9.1061399
311,200017,NIKOLAJEVKA 1,20001707,NIKOLAJEVKA 3 F-G-H-I (VIA),VIA NIKOLAJEVKA,3,MILANO,,VIA NIKOLAJEVKA 3 MILANO,45.4584605,9.1061399
312,200017,NIKOLAJEVKA 1,20001708,NIKOLAJEVKA 3 L-M-N-O (VIA),VIA NIKOLAJEVKA,3,MILANO,,VIA NIKOLAJEVKA 3 MILANO,45.4584605,9.1061399
313,200017,NIKOLAJEVKA 1,20001709,NIKOLAJEVKA 3 Z (VIA),VIA NIKOLAJEVKA,3,MILANO,,VIA NIKOLAJEVKA 3 MILANO,45.4584605,9.1061399
314,200017,NIKOLAJEVKA 1,20001710,NIKOLAJEVKA 5 A (VIA),VIA NIKOLAJEVKA,5,MILANO,,VIA NIKOLAJEVKA 5 MILANO,45.4577264,9.1064146
315,200017,NIKOLAJEVKA 1,20001711,NIKOLAJEVKA 5 B (VIA),VIA NIKOLAJEVKA,5,MILANO,,VIA NIKOLAJEVKA 5 MILANO,45.4577264,9.1064146
316,200017,NIKOLAJEVKA 1,20001712,NIKOLAJEVKA 5 C (VIA),VIA NIKOLAJEVKA,5,MILANO,,VIA NIKOLAJEVKA 5 MILANO,45.4577264,9.1064146
317,200017,NIKOLAJEVKA 1,20001713,NIKOLAJEVKA 5 D-E-F-G-H (VIA),VIA NIKOLAJEVKA,5,MILANO,,VIA NIKOLAJEVKA 5 MILANO,45.4577264,9.1064146
318,200017,NIKOLAJEVKA 1,20001714,NIKOLAJEVKA 5 I-L-M-N (VIA),VIA NIKOLAJEVKA,5,MILANO,,VIA NIKOLAJEVKA 5 MILANO,45.4577264,9.1064146
319,200018,S. VIGILIO 11,20001801,S. PAOLINO 2 (VIA),VIA SAN PAOLINO,2,MILANO,SI,VIA SAN PAOLINO 2 MILANO,45.4337576,9.1643984
320,200018,S. VIGILIO 11,20001802,S. PAOLINO 6 (VIA),VIA SAN PAOLINO,6,MILANO,SI,VIA SAN PAOLINO 6 MILANO,45.4333221,9.1644154
321,200018,S. VIGILIO 11,20001803,S. PAOLINO 8 (VIA),VIA SAN PAOLINO,8,MILANO,SI,VIA SAN PAOLINO 8 MILANO,45.4328741,9.1644077
322,200018,S. VIGILIO 11,20001804,S. PAOLINO 10 (VIA),VIA SAN PAOLINO,10,MILANO,SI,VIA SAN PAOLINO 10 MILANO,45.4321438,9.1643952
323,200018,S. VIGILIO 11,20001805,S. PAOLINO 12 (VIA),VIA SAN PAOLINO,12,MILANO,SI,VIA SAN PAOLINO 12 MILANO,45.4317015,9.1643876
324,200018,S. VIGILIO 11,20001806,S. PAOLINO 14 (VIA),VIA SAN PAOLINO,14,MILANO,SI,VIA SAN PAOLINO 14 MILANO,45.4312462,9.1642485
325,200018,S. VIGILIO 11,20001807,S. PAOLINO 16 (VIA),VIA SAN PAOLINO,16,MILANO,SI,VIA SAN PAOLINO 16 MILANO,45.4309475,9.163731
326,200018,S. VIGILIO 11,20001808,S. PAOLINO 24 (VIA),VIA SAN PAOLINO,24,MILANO,SI,VIA SAN PAOLINO 24 MILANO,45.4303886,9.1627912
327,200018,S. VIGILIO 11,20001809,S. PAOLINO 26 (VIA),VIA SAN PAOLINO,26,MILANO,SI,VIA SAN PAOLINO 26 MILANO,45.4301895,9.1623546
328,200018,S. VIGILIO 11,20001810,S. PAOLINO 28 (VIA),VIA SAN PAOLINO,28,MILANO,SI,VIA SAN PAOLINO 28 MILANO,45.429827,9.1619805
329,200018,S. VIGILIO 11,20001811,S. PAOLINO 30 (VIA),VIA SAN PAOLINO,30,MILANO,SI,VIA SAN PAOLINO 30 MILANO,45.4294256,9.1617216
330,200018,S. VIGILIO 11,20001812,S. PAOLINO 32 (VIA),VIA SAN PAOLINO,32,MILANO,SI,VIA SAN PAOLINO 32 MILANO,45.4290245,9.1614629
331,200018,S. VIGILIO 11,20001813,S. PAOLINO 34 (VIA),VIA SAN PAOLINO,34,MILANO,SI,VIA SAN PAOLINO 34 MILANO,45.4285554,9.1610781
332,200018,S. VIGILIO 11,20001814,S. PAOLINO 36 (VIA),VIA SAN PAOLINO,36,MILANO,SI,VIA SAN PAOLINO 36 MILANO,45.4284084,9.1605742
333,200018,S. VIGILIO 11,20001815,S. PAOLINO 38 (VIA),VIA SAN PAOLINO,38,MILANO,SI,VIA SAN PAOLINO 38 MILANO,45.4284464,9.1599263
334,200018,S. VIGILIO 11,20001816,S. VIGILIO 11 (VIA),VIA SAN VIGILIO,11,MILANO,SI,VIA SAN VIGILIO 11 MILANO,45.4345717,9.1642635
335,200018,S. VIGILIO 11,20001817,S. VIGILIO 15 (VIA),VIA SAN VIGILIO,15,MILANO,SI,VIA SAN VIGILIO 15 MILANO,45.4342579,9.163843
336,200018,S. VIGILIO 11,20001818,S. VIGILIO 19 (VIA),VIA SAN VIGILIO,19,MILANO,SI,VIA SAN VIGILIO 19 MILANO,45.433903,9.1633672
337,200018,S. VIGILIO 11,20001819,S. VIGILIO 21 (VIA),VIA SAN VIGILIO,21,MILANO,SI,VIA SAN VIGILIO 21 MILANO,45.4336139,9.1629796
338,200018,S. VIGILIO 11,20001820,S. VIGILIO 23 (VIA),VIA SAN VIGILIO,23,MILANO,SI,VIA SAN VIGILIO 23 MILANO,45.4332252,9.1625105
339,200018,S. VIGILIO 11,20001821,S. VIGILIO 25 (VIA),VIA SAN VIGILIO,25,MILANO,SI,VIA SAN VIGILIO 25 MILANO,45.4327595,9.1623581
340,200018,S. VIGILIO 11,20001822,S. VIGILIO 27 (VIA),VIA SAN VIGILIO,27,MILANO,SI,VIA SAN VIGILIO 27 MILANO,45.4322997,9.1622722
341,200018,S. VIGILIO 11,20001823,S. VIGILIO 29 (VIA),VIA SAN VIGILIO,29,MILANO,SI,VIA SAN VIGILIO 29 MILANO,45.4318671,9.1621913
342,200018,S. VIGILIO 11,20001824,S. VIGILIO 33 (VIA),VIA SAN VIGILIO,33,MILANO,SI,VIA SAN VIGILIO 33 MILANO,45.4308583,9.1608588
343,200018,S. VIGILIO 11,20001825,S. VIGILIO 35 (VIA),VIA SAN VIGILIO,35,MILANO,SI,VIA SAN VIGILIO 35 MILANO,45.4302683,9.1607229
344,200018,S. VIGILIO 11,20001826,S. VIGILIO 37 (VIA),VIA SAN VIGILIO,37,MILANO,SI,VIA SAN VIGILIO 37 MILANO,45.4298304,9.1605727
345,200018,S. VIGILIO 11,20001827,S. VIGILIO 39 (VIA),VIA SAN VIGILIO,39,MILANO,SI,VIA SAN VIGILIO 39 MILANO,45.4293068,9.1601262
346,200018,S. VIGILIO 11,20001828,S. VIGILIO 45 (VIA),VIA SAN VIGILIO,45,MILANO,SI,VIA SAN VIGILIO 45 MILANO,45.4288809,9.1600844
347,200018,S. VIGILIO 11,20001829,S. PAOLINO 5 (VIA),VIA SAN PAOLINO,5,MILANO,,VIA SAN PAOLINO 5 MILANO,45.4343406,9.1653652
348,200019,GIAGGIOLI 7,20001901,GIAGGIOLI 7 A (VIA),VIA DEI GIAGGIOLI,7,MILANO,,VIA DEI GIAGGIOLI 7 MILANO,45.4492819,9.1304783
349,200019,GIAGGIOLI 7,20001902,GIAGGIOLI 7 B (VIA),VIA DEI GIAGGIOLI,7,MILANO,,VIA DEI GIAGGIOLI 7 MILANO,45.4492819,9.1304783
350,200019,GIAGGIOLI 7,20001903,GIAGGIOLI 9 A (VIA),VIA DEI GIAGGIOLI,9,MILANO,,VIA DEI GIAGGIOLI 9 MILANO,45.4495765,9.1303162
351,200019,GIAGGIOLI 7,20001904,GIAGGIOLI 9 B (VIA),VIA DEI GIAGGIOLI,9,MILANO,,VIA DEI GIAGGIOLI 9 MILANO,45.4495765,9.1303162
352,200019,GIAGGIOLI 7,20001905,GIAGGIOLI 11 A (VIA),VIA DEI GIAGGIOLI,11,MILANO,,VIA DEI GIAGGIOLI 11 MILANO,45.4498611,9.1301596
353,200019,GIAGGIOLI 7,20001906,GIAGGIOLI 11 B (VIA),VIA DEI GIAGGIOLI,11,MILANO,,VIA DEI GIAGGIOLI 11 MILANO,45.4498611,9.1301596
354,200019,GIAGGIOLI 7,20001907,FATIMA 8 A-B (LARGO),LARGO FATIMA,8,MILANO,,LARGO FATIMA 8 MILANO,45.4489075,9.1292829
355,200019,GIAGGIOLI 7,20001908,FATIMA 8 C-D (LARGO),LARGO FATIMA,8,MILANO,,LARGO FATIMA 8 MILANO,45.4489075,9.1292829
356,200020,LORENTEGGIO 178,20002001,LORENTEGGIO 178 A-B-C (VIA),VIA LORENTEGGIO,178,MILANO,,VIA LORENTEGGIO 178 MILANO,45.4484053,9.1312674
357,200020,LORENTEGGIO 178,20002002,LORENTEGGIO 178 D-E-F (VIA),VIA LORENTEGGIO,178,MILANO,,VIA LORENTEGGIO 178 MILANO,45.4484053,9.1312674
358,200020,LORENTEGGIO 178,20002003,LORENTEGGIO 178 G-H (VIA),VIA LORENTEGGIO,178,MILANO,,VIA LORENTEGGIO 178 MILANO,45.4484053,9.1312674
359,200020,LORENTEGGIO 178,20002004,LORENTEGGIO 178 L-M-N (VIA),VIA LORENTEGGIO,178,MILANO,,VIA LORENTEGGIO 178 MILANO,45.4484053,9.1312674
360,200021,VAL BAVONA,20002101,VAL BAVONA 2 A-B-C (VIA),VIA VAL BAVONA,2,MILANO,,VIA VAL BAVONA 2 MILANO,45.448865,9.1262453
361,200021,VAL BAVONA,20002102,VAL BAVONA 2 D-E-F (VIA),VIA VAL BAVONA,2,MILANO,,VIA VAL BAVONA 2 MILANO,45.448865,9.1262453
362,200021,VAL BAVONA,20002103,VAL BAVONA 2 G-H-I (VIA),VIA VAL BAVONA,2,MILANO,,VIA VAL BAVONA 2 MILANO,45.448865,9.1262453
363,200021,VAL BAVONA,20002104,VAL BAVONA 2 L-M-N (VIA),VIA VAL BAVONA,2,MILANO,,VIA VAL BAVONA 2 MILANO,45.448865,9.1262453
364,200021,VAL BAVONA,20002105,VAL BAVONA 2 O-P-Q (VIA),VIA VAL BAVONA,2.0,MILANO,,VIA VAL BAVONA 2.0 MILANO,45.448865,9.1262453
365,200021,VAL BAVONA,20002106,VAL BAVONA 2 R-S-T (VIA),VIA VAL BAVONA,2.0,MILANO,,VIA VAL BAVONA 2.0 MILANO,45.448865,9.1262453
366,200021,VAL BAVONA,20002107,VAL BAVONA 2 U-V-Z (VIA),VIA VAL BAVONA,2.0,MILANO,,VIA VAL BAVONA 2.0 MILANO,45.448865,9.1262453
367,200022,INGANNI ANGELO 67,20002201,INGANNI ANGELO 67 A-B-C (VIA),VIA INGANNI ANGELO,67.0,MILANO,,VIA INGANNI ANGELO 67.0 MILANO,45.4510829,9.1258089
368,200022,INGANNI ANGELO 67,20002202,INGANNI ANGELO 67 D-E-F (VIA),VIA INGANNI ANGELO,67.0,MILANO,,VIA INGANNI ANGELO 67.0 MILANO,45.4510829,9.1258089
369,200022,INGANNI ANGELO 67,20002203,INGANNI ANGELO 67 G-H-I (VIA),VIA INGANNI ANGELO,67.0,MILANO,,VIA INGANNI ANGELO 67.0 MILANO,45.4510829,9.1258089
370,200022,INGANNI ANGELO 67,20002204,INGANNI ANGELO 67 L-M-N (VIA),VIA INGANNI ANGELO,67.0,MILANO,,VIA INGANNI ANGELO 67.0 MILANO,45.4510829,9.1258089
371,200022,INGANNI ANGELO 67,20002205,INGANNI ANGELO 67 O-P-Q (VIA),VIA INGANNI ANGELO,67.0,MILANO,,VIA INGANNI ANGELO 67.0 MILANO,45.4510829,9.1258089
372,200022,INGANNI ANGELO 67,20002206,INGANNI ANGELO 67 R-S-T (VIA),VIA INGANNI ANGELO,67.0,MILANO,,VIA INGANNI ANGELO 67.0 MILANO,45.4510829,9.1258089
373,200022,INGANNI ANGELO 67,20002207,INGANNI ANGELO 67 U-V-Z (VIA),VIA INGANNI ANGELO,67.0,MILANO,,VIA INGANNI ANGELO 67.0 MILANO,45.4510829,9.1258089
374,200023,F.LLI ZOIA 105,20002301,F.LLI ZOIA 105 A (VIA),VIA F.LLI ZOIA,105.0,MILANO,,VIA F.LLI ZOIA 105.0 MILANO,,
375,200023,F.LLI ZOIA 105,20002302,F.LLI ZOIA 105 B (VIA),VIA F.LLI ZOIA,105.0,MILANO,,VIA F.LLI ZOIA 105.0 MILANO,,
376,200023,F.LLI ZOIA 105,20002303,F.LLI ZOIA 105 C (VIA),VIA F.LLI ZOIA,105.0,MILANO,,VIA F.LLI ZOIA 105.0 MILANO,,
377,200024,LABUS GIOVANNI 21,20002401,LABUS GIOVANNI 21 A-B (VIA),VIA LABUS GIOVANNI,21.0,MILANO,,VIA LABUS GIOVANNI 21.0 MILANO,45.462211,9.1241068
378,200024,LABUS GIOVANNI 21,20002402,LABUS GIOVANNI 21 C-D (VIA),VIA LABUS GIOVANNI,21.0,MILANO,,VIA LABUS GIOVANNI 21.0 MILANO,45.462211,9.1241068
379,200024,LABUS GIOVANNI 21,20002403,LABUS GIOVANNI 21 E-F (VIA),VIA LABUS GIOVANNI,21.0,MILANO,,VIA LABUS GIOVANNI 21.0 MILANO,45.462211,9.1241068
380,200025,FERRERI GIULIO 32,20002501,FERRERI GIULIO 32 A-C (VIA),VIA FERRERI GIULIO,32.0,MILANO,SI,VIA FERRERI GIULIO 32.0 MILANO,45.4697514,9.1217313
381,200025,FERRERI GIULIO 32,20002502,FERRERI GIULIO 32 B-D (VIA),VIA FERRERI GIULIO,32.0,MILANO,SI,VIA FERRERI GIULIO 32.0 MILANO,45.4697514,9.1217313
382,200026,QUINTO ROMANO 61,20002601,QUINTO ROMANO 61 A-B-C (VIA),VIA QUINTO ROMANO,61.0,MILANO,,VIA QUINTO ROMANO 61.0 MILANO,45.4699161,9.0813675
383,200026,QUINTO ROMANO 61,20002602,QUINTO ROMANO 61 D-E-F (VIA),VIA QUINTO ROMANO,61.0,MILANO,,VIA QUINTO ROMANO 61.0 MILANO,45.4699161,9.0813675
384,200026,QUINTO ROMANO 61,20002603,QUINTO ROMANO 61 G-M (VIA),VIA QUINTO ROMANO,61.0,MILANO,,VIA QUINTO ROMANO 61.0 MILANO,45.4699161,9.0813675
385,200026,QUINTO ROMANO 61,20002604,QUINTO ROMANO 61 H (VIA),VIA QUINTO ROMANO,61.0,MILANO,,VIA QUINTO ROMANO 61.0 MILANO,45.4699161,9.0813675
386,200026,QUINTO ROMANO 61,20002605,QUINTO ROMANO 61 I (VIA),VIA QUINTO ROMANO,61.0,MILANO,,VIA QUINTO ROMANO 61.0 MILANO,45.4699161,9.0813675
387,200026,QUINTO ROMANO 61,20002606,QUINTO ROMANO 61 L-M-N-O (VIA),VIA QUINTO ROMANO,61.0,MILANO,,VIA QUINTO ROMANO 61.0 MILANO,45.4699161,9.0813675
388,200026,QUINTO ROMANO 61,20002607,QUINTO ROMANO 61 P (VIA),VIA QUINTO ROMANO,61.0,MILANO,,VIA QUINTO ROMANO 61.0 MILANO,45.4699161,9.0813675
389,200027,QUINTO ROMANO 60/2,20002701,QUINTO ROMANO 60/2 A-B (VIA),VIA QUINTO ROMANO,60.2,MILANO,,VIA QUINTO ROMANO 60.2 MILANO,45.4699161,9.0813675
390,200027,QUINTO ROMANO 60/2,20002702,QUINTO ROMANO 60/2 C (VIA),VIA QUINTO ROMANO,60.2,MILANO,,VIA QUINTO ROMANO 60.2 MILANO,45.4699161,9.0813675
391,200027,QUINTO ROMANO 60/2,20002703,QUINTO ROMANO 60/2 D (VIA),VIA QUINTO ROMANO,60.2,MILANO,,VIA QUINTO ROMANO 60.2 MILANO,45.4699161,9.0813675
392,200028,QUINTO ROMANO 58,20002801,QUINTO ROMANO 58 (VIA),VIA QUINTO ROMANO,58.0,MILANO,,VIA QUINTO ROMANO 58.0 MILANO,45.4699161,9.0813675
393,200029,BAGAROTTI MAFFEO 44,20002902,VALLE ANTRONA 5 A-B-C-D (VIA),VIA VALLE ANTRONA,5.0,MILANO,,VIA VALLE ANTRONA 5.0 MILANO,45.4574947,9.0877535
394,200029,BAGAROTTI MAFFEO 44,20002903,VALLE ANTRONA 5 E (VIA),VIA VALLE ANTRONA,5.0,MILANO,,VIA VALLE ANTRONA 5.0 MILANO,45.4574947,9.0877535
395,200029,BAGAROTTI MAFFEO 44,20002904,VALLE ANTRONA 5 F (VIA),VIA VALLE ANTRONA,5.0,MILANO,,VIA VALLE ANTRONA 5.0 MILANO,45.4574947,9.0877535
396,200029,BAGAROTTI MAFFEO 44,20002905,VALLE ANTRONA 5 G (VIA),VIA VALLE ANTRONA,5.0,MILANO,,VIA VALLE ANTRONA 5.0 MILANO,45.4574947,9.0877535
397,200029,BAGAROTTI MAFFEO 44,20002906,VALLE ANTRONA 5 H (VIA),VIA VALLE ANTRONA,5.0,MILANO,,VIA VALLE ANTRONA 5.0 MILANO,45.4574947,9.0877535
398,200029,BAGAROTTI MAFFEO 44,20002907,BAGAROTTI MAFFEO 44 A (VIA),VIA BAGAROTTI MAFFEO,44.0,MILANO,,VIA BAGAROTTI MAFFEO 44.0 MILANO,45.4575069,9.0956792
399,200029,BAGAROTTI MAFFEO 44,20002908,BAGAROTTI MAFFEO 44 B (VIA),VIA BAGAROTTI MAFFEO,44.0,MILANO,,VIA BAGAROTTI MAFFEO 44.0 MILANO,45.4575069,9.0956792
400,200029,BAGAROTTI MAFFEO 44,20002909,BAGAROTTI MAFFEO 44 C (VIA),VIA BAGAROTTI MAFFEO,44.0,MILANO,,VIA BAGAROTTI MAFFEO 44.0 MILANO,45.4575069,9.0956792
401,200029,BAGAROTTI MAFFEO 44,20002910,BAGAROTTI MAFFEO 44 D (VIA),VIA BAGAROTTI MAFFEO,44.0,MILANO,,VIA BAGAROTTI MAFFEO 44.0 MILANO,45.4575069,9.0956792
402,200029,BAGAROTTI MAFFEO 44,20002911,BAGAROTTI MAFFEO 44 E-F-G-H (VIA),VIA BAGAROTTI MAFFEO,44.0,MILANO,,VIA BAGAROTTI MAFFEO 44.0 MILANO,45.4575069,9.0956792
403,200029,BAGAROTTI MAFFEO 44,20002912,BAGAROTTI MAFFEO 44 I-L-M-N (VIA),VIA BAGAROTTI MAFFEO,44.0,MILANO,,VIA BAGAROTTI MAFFEO 44.0 MILANO,45.4575069,9.0956792
404,200030,GIAMBELLINO 141,20003001,GIAMBELLINO 141 A-B-C-D-U-V-W-X (VIA),VIA GIAMBELLINO,141.0,MILANO,SI,VIA GIAMBELLINO 141.0 MILANO,45.4487079,9.1423367
405,200030,GIAMBELLINO 141,20003002,GIAMBELLINO 141 E-R (VIA),VIA GIAMBELLINO,141.0,MILANO,SI,VIA GIAMBELLINO 141.0 MILANO,45.4487079,9.1423367
406,200030,GIAMBELLINO 141,20003003,GIAMBELLINO 141 F-S (VIA),VIA GIAMBELLINO,141.0,MILANO,SI,VIA GIAMBELLINO 141.0 MILANO,45.4487079,9.1423367
407,200030,GIAMBELLINO 141,20003004,GIAMBELLINO 141 G-T (VIA),VIA GIAMBELLINO,141.0,MILANO,SI,VIA GIAMBELLINO 141.0 MILANO,45.4487079,9.1423367
408,200030,GIAMBELLINO 141,20003005,GIAMBELLINO 141 H-I-L-M-Y-Z (VIA),VIA GIAMBELLINO,141.0,MILANO,SI,VIA GIAMBELLINO 141.0 MILANO,45.4487079,9.1423367
409,200030,GIAMBELLINO 141,20003006,GIAMBELLINO 141 N-O-P-Q (VIA),VIA GIAMBELLINO,141.0,MILANO,SI,VIA GIAMBELLINO 141.0 MILANO,45.4487079,9.1423367
410,200030,GIAMBELLINO 141,20003007,GIAMBELLINO 143 A-B-C-D (VIA),VIA GIAMBELLINO,143.0,MILANO,SI,VIA GIAMBELLINO 143.0 MILANO,45.4487079,9.1423367
411,200030,GIAMBELLINO 141,20003008,GIAMBELLINO 143 E-F-G-H (VIA),VIA GIAMBELLINO,143.0,MILANO,SI,VIA GIAMBELLINO 143.0 MILANO,45.4487079,9.1423367
412,200030,GIAMBELLINO 141,20003009,GIAMBELLINO 143 I-L-M-N (VIA),VIA GIAMBELLINO,143.0,MILANO,SI,VIA GIAMBELLINO 143.0 MILANO,45.4487079,9.1423367
413,200030,GIAMBELLINO 141,20003010,GIAMBELLINO 143 O (VIA),VIA GIAMBELLINO,143.0,MILANO,SI,VIA GIAMBELLINO 143.0 MILANO,45.4487079,9.1423367
414,200030,GIAMBELLINO 141,20003011,GIAMBELLINO 143 P (VIA),VIA GIAMBELLINO,143.0,MILANO,SI,VIA GIAMBELLINO 143.0 MILANO,45.4487079,9.1423367
415,200030,GIAMBELLINO 141,20003012,GIAMBELLINO 143 Q (VIA),VIA GIAMBELLINO,143.0,MILANO,SI,VIA GIAMBELLINO 143.0 MILANO,45.4487079,9.1423367
